preflabel,vicnames id
BREAKAWAY CREEK,100481
JAN JUC,101556
YINNAR SOUTH,103500
JEERALANG JUNCTION,101564
RED HILL,102590
SCOTTS CREEK,102706
WOODSIDE NORTH,103399
WAARRE,103172
PETERBOROUGH,102488
WATTLE BANK,103263
NEWHAVEN,102334
TIMBOON WEST,103020
COORIEMUNGLE,100832
CATHCART,100705
MOUNT BECKWORTH,102156
HEATHCOTE JUNCTION,101447
BULLARTO,100552
ORMOND,102432
SPRINGVALE SOUTH,102803
MOORABBIN AIRPORT,102128
EASTWOOD,103803
BYADUK NORTH,100611
DEEPDENE,103819
WILLIAMSTOWN NORTH,103340
MACCLESFIELD,101911
SUTTON,102889
JIL JIL,101571
LAMPLOUGH,101781
HOWITT PLAINS,101504
POOLAIJELO,102527
KADNOOK,101588
POWERS CREEK,102551
CHETWYND,100737
TOOLERN VALE,103046
WERRIBEE SOUTH,103296
COCOROC,100797
MOORALLA,102130
BELLARINE,100332
CONCONGELLA,100814
IONA,101540
DEANS MARSH,100940
NARINGAL,102287
STAWELL,102829
HOWQUA HILLS,101507
DRUMMOND NORTH,101024
SIMSON,102752
TANWOOD,102935
MOKEPILLY,102096
DROMANA,101012
PIONEER BAY,102503
IRREWILLIPE,101545
NIRRANDA EAST,102358
MOYARRA,102210
WONGA,103373
WOORARRA EAST,103412
KEW EAST,101650
CARGERIE,100671
CLIFTON HILL,100767
WALPA,103198
NEWCOMB,102331
KNOCKWOOD,103722
ASCOT,100198
ADDINGTON,100124
BROOMFIELD,100517
MAIN LEAD,101929
ENDEAVOUR HILLS,101113
LYSTERFIELD SOUTH,101909
LANGI KAL KAL,101794
GLENDARUEL,101279
KONONGWOOTONG,101698
TRAWALLA,103089
BLOWHARD,100410
WILLAURA,103335
MENA PARK,102008
BROOKVILLE,100516
MAFEKING,101922
MARYSVILLE,101977
CLARKEFIELD,100759
BARRYS REEF,100290
WINDERMERE,103352
HAWKHURST,101435
MIOWERA,102067
CAMBARVILLE,100631
COBAW,100781
WARRAK,103237
WOOL WOOL,103404
TORWOOD,103069
HAZELWOOD,101440
LANG LANG EAST,101792
LAKE GOLDSMITH,101762
WILDWOOD,103330
HILGAY,101479
HILLCREST,101481
CHRISTMAS HILLS,100750
MOUNT EGERTON,102181
HENTY,101458
TOOMBON,103052
BELLBIRD CREEK,100333
WANDONG,103210
BLAMPIED,100408
ERRINUNDRA,101124
TAMBORITHA,102923
NOORINBEE NORTH,102367
LANGDONS HILL,101793
BOLWARRAH,100426
BENLOCH,100352
HARRIETVILLE,101425
PUCKAPUNYAL,102559
TABBERABBERA,102903
WATERFORD PARK,103256
NAREEN,102282
ENGLEFIELD,101115
BROADLANDS,100507
WANTIRNA,103219
ELWOOD,101106
HALLS GAP,101409
CHEWTON BUSHLANDS,100739
METCALFE EAST,102037
GLENLUCE,101300
BUDGEE BUDGEE,100539
BETE BOLONG NORTH,100370
DANDENONG,100920
BEACONSFIELD UPPER,100313
COWWARR,100862
MOONLIGHT FLAT,102124
GOLDEN POINT,101323
WONNANGATTA,103380
TALLAROOK,102918
KANAGULK,101599
ERCILDOUNE,101122
WALLAN,103193
TRENTHAM EAST,103096
CHEROKEE,100730
TYRENDARRA EAST,103129
SUNDERLAND BAY,102879
SURF BEACH,102884
WYE RIVER,103441
WELSHPOOL,103286
DENNINGTON,100954
ALLAMBEE SOUTH,100143
DARRIMAN,100933
KARDELLA,101610
HIAWATHA,101472
BOX HILL SOUTH,100470
FOREST HILL,101190
SEABROOK,102708
WOODEND NORTH,103387
MUSK,102246
ROCKLYN,102641
WEATHERBOARD,103276
BULART,100544
SEATON,102713
POOTILLA,102528
CHUM CREEK,100751
WOODEND,103386
ROCKY POINT,102642
BELLFIELD,100338
BARFOLD,100269
EVERSLEY,101137
YANDOIT,103465
PERCYDALE,102484
FRYERSTOWN,101208
AMHERST,100159
BELLELLEN,100336
STRATHLEA,102862
CABBAGE TREE,100617
BREWSTER,100487
BARKSTEAD,100277
STREATHAM,102866
WHOOREL,103321
HARCOURT,101420
WOOREEN,104457
AIRPORT WEST,100130
MOUNT DORAN,102175
RIPPONLEA,102628
DEEP LEAD,100943
CHEWTON,100738
FYANS CREEK,101212
MUCKLEFORD SOUTH,102216
SUGARLOAF CREEK,102872
WULGULMERANG WEST,103432
BULGANA,100547
GHIN GHIN,101246
BAYNTON EAST,100308
MAINTONGOON,101932
CHARAM,100720
NEEREMAN,102311
BET BET,100368
MCKINNON,101987
KEYSBOROUGH,101653
WALLINDUC,103194
TREMONT,103093
BALACLAVA,100233
POINT COOK,102515
BYADUK,100610
BERRYBANK,100362
MOONDARRA,102121
PARKDALE,102455
NUNGURNER,102397
STRATFORD,102849
WOMBELANO,103371
ROSES GAP,102654
MIRRANATWA,102075
MOUNT COLE,102170
MOYREISK,102212
GOBUR,101319
RATHSCAR WEST,102580
GLENLOGIE,101295
DARLEY,100926
COBURG,100791
PASCOE VALE SOUTH,102462
HALLORA,101407
COALVILLE,100779
DRIFFIELD,101010
ASPENDALE GARDENS,100205
CLYDEBANK,100777
KARIAH,101612
NILMA NORTH,102350
CORINELLA,100841
STAFFORDSHIRE REEF,102821
PENSHURST,102481
MUCKLEFORD,102215
NYORA,102409
LOCH,101866
BURROWYE,100597
MOUNT ALFRED,102154
PURDEET,102563
RIVERSLEA,102630
BUNDALAGUAH,100563
BULLUMWAAL,100558
SMITHS GULLY,102764
ROKEWOOD JUNCTION,102645
ALTONA NORTH,100156
BRADFORD,100473
BETLEY,100372
BRUMBY,100525
ABBEYARD,100117
DEVILS RIVER,100966
BROMLEY,100512
LAKE EPPALOCK,101759
TARRENGOWER,102956
ALEXANDRA,100137
NUNNIONG,102398
DUNNEWORTHY,101040
EDGECOMBE,101081
HEPBURN,101459
DAYLESFORD,100938
KEILOR NORTH,101630
LITTLE RIVER,101862
POINT WILSON,102519
WEIR VIEWS,123253
HALLSTON,101411
MIRBOO NORTH,102073
SMEATON,102762
ST KILDA EAST,102817
BRIGHTON EAST,100497
LYSTERFIELD,101907
TYNONG NORTH,103124
MORDIALLOC,102142
BANNOCKBURN,100265
NELSON,102319
EUMEMMERRING,101130
FLAMINGO BEACH,101177
INVERLEIGH,101533
DUTSON DOWNS,101052
RYTHDALE,102677
GORAE,101340
BUCKLEY,100535
GLENGARRY WEST,101286
GLENGARRY,101282
TRARALGON EAST,103086
TRARALGON,103085
VICTORIA VALLEY,103162
GREENVALE,101383
BRIMBOAL,100500
TENBY POINT,102984
ELIZABETH ISLAND,104554
RUBY,102664
AYRFORD,100221
QUEENSFERRY,102573
MEPUNGA EAST,102013
NULLAWARRE NORTH,102392
BELGRAVE HEIGHTS,100328
NEWLANDS ARM,102336
CLAYTON SOUTH,100762
LYONS,101905
MOORABBIN,102127
DANDENONG NORTH,100921
GOLDSBOROUGH,101327
WINJALLOK,103358
GRAYTOWN,101368
PATYAH,102469
MENTONE,102009
WARRABKOOK,103232
DINGLEY VILLAGE,100978
HOPPERS CROSSING,101496
LAKE TYERS BEACH,101772
DARLINGTON,100929
GARDENVALE,101217
MYAMYN,102251
DUVERNEY,101054
MOORABOOL,102129
HODDLES CREEK,101488
MONT ALBERT,102111
FERNY CREEK,101166
NYERIMILANG,102406
SELBY,102720
MENZIES CREEK,102010
BOSTOCKS CREEK,100460
QUEENSCLIFF,102572
COBRICO,100787
CAPE BRIDGEWATER,100650
KOALLAH,101692
TUERONG,103105
POMBORNEIT,102521
THORPDALE,103011
ROKEBY,102643
NANGEELA,102271
VICTORIA POINT,103161
MINERS REST,102059
CROSS ROADS,100884
NARBETHONG,102278
HUMEVALE,101510
INVERMAY,101537
CHAPEL FLAT,100717
TIMBARRA,103018
WANDO VALE,103208
LERDERDERG,101831
GAFFNEYS CREEK,103721
HAWTHORN,101436
BOX HILL,100468
SURREY HILLS,102885
POWELLTOWN,102550
HEATHMONT,101451
MUMBANNAR,102220
HEATHERTON,101449
WAREEK,103225
WULGULMERANG EAST,103431
BYLANDS,100614
CLARKES HILL,100760
MOUNT ROWAN,102199
WINGAN RIVER,103355
STEELS CREEK,102830
SOLDIERS HILL,102773
BLACK HILL,100396
BOWENVALE,100462
LAKE LONSDALE,101763
ALMA,100149
HOMEBUSH,101491
MOLESWORTH,102097
COTSWOLD,100855
LAKE FYANS,101760
MORANDING,102141
JAMIESON,101555
YALMY,103457
TARRAYOUKYAN,102954
PIGEON PONDS,102496
GLENDONALD,103718
WILLAURA NORTH,103336
CATHKIN,100706
MAROONA,101969
LEONGATHA,101827
CROYDON SOUTH,100894
RINGWOOD,102622
RINGWOOD EAST,102623
EMERALD,101107
MILLTOWN,102055
CHELSEA HEIGHTS,100726
GLENORMISTON NORTH,101305
GREEN GULLY,101376
TRAWOOL,103090
HOWES CREEK,101503
DELATITE,100947
BUANGOR,100530
WATERLOO,103258
LEONARDS HILL,101826
SMOKEYTOWN,102765
CLUB TERRACE,100773
NAP NAP MARRA,102274
LICOLA,101835
CARDIGAN VILLAGE,100668
DALES CREEK,100914
YALLA-Y-POORA,103452
MITCHELL PARK,102077
DOCTORS FLAT,100987
KILSYTH SOUTH,101670
SOUTHBANK,102786
EAST MELBOURNE,101063
BLACKBURN,100400
NANGANA,102270
ALTONA MEADOWS,100155
MOUNT NAPIER,102195
GLEN WAVERLEY,101271
CLEAR LAKE,100763
WARRENMANG,103245
OMEO VALLEY,102428
GERMANIA,101241
METCALFE,102036
GLENHOPE EAST,101290
ILLAWARRA,101523
ANGLERS REST,100166
TONGHI CREEK,103036
KOROBEIT,101714
BALLARAT EAST,100241
BUNGAREE,100576
MATLOCK,101980
GONG GONG,101329
WENDOUREE,103288
ADAMS ESTATE,100123
MEPUNGA WEST,102014
BRUCKNELL,100523
KOOROOMAN,101711
LEONGATHA SOUTH,101829
LIMA SOUTH,101846
BRIDGE CREEK,100491
KORIELLA,101713
WHANREGARWEN,103308
FRAMLINGHAM EAST,101198
FRESHWATER CREEK,101207
NARRACAN,102290
CRIB POINT,100881
NIRRANDA SOUTH,102359
ANDERSON,100165
TURTONS CREEK,103114
YARPTURK,103473
YAMBUK,103458
PANMURE,102448
CARALULUP,100659
GLENGOWER,101288
EASTVILLE,101068
DERRINAL,100963
EDDINGTON,101077
REEDY FLAT,103705
WANGARABELL,103213
GENOA,101235
KINGLAKE CENTRAL,101675
COLBROOK,100808
BO PEEP,100411
WOODSTOCK,103400
OAKLANDS JUNCTION,102412
WRATHUNG,103426
ENSAY NORTH,101117
W TREE,103169
MOUNT LONARCH,102189
RAGLAN,102574
COGHILLS CREEK,100799
TOURELLO,103073
KALIMNA,101589
MOONLIGHT FLAT,102125
BINDI,100386
WELSHMANS REEF,103285
YARCK,103472
HOMEWOOD,101493
SANDON,102692
AMPHITHEATRE,100161
BILLABONG,100384
BROADFORD,100506
ROCKLANDS,102640
STRATHFIELDSAYE,102859
LINDENOW,101849
HAMPTON PARK,101416
DUTSON,101051
PAKENHAM SOUTH,102445
RIPPLESIDE,102627
INDENTED HEAD,101526
MARSHALL,101971
CHARLEMONT,104541
MOUNT MORIAC,102194
TYABB,103117
CURDIEVALE,100908
CHURCHILL ISLAND,100753
SUMMERLANDS,102876
COOLAROO,100822
SCOTSBURN,102704
BRIAR HILL,100489
WATSONIA,103260
BERRINGA,100359
ALBANVALE,100132
KEW,101649
NAREEB,102280
BEMM RIVER,100342
KANGAROO GROUND,101602
BUNGAL,100574
TOORONGO,103063
ENFIELD,101114
WOORNDOO,103420
FAIRY DELL,101150
GLENLOFTY,101294
EDENHOPE,101080
ARGYLE,100191
TIMOR,103022
WATTLE CREEK,103265
WHEATSHEAF,103310
ENSAY,101116
WALLAGARAUGH,103190
KORWEINGUBOORA,101721
KINGLAKE WEST,101676
TATYOON,102966
CAVENDISH,100713
EILDON,101087
STRANGWAYS,102847
WONGUNGARRA,103379
IRISHTOWN,101542
TALBOT,102911
KILLINGWORTH,101664
WENTWORTH,103290
WABONGA,103173
MOCKINYA,102086
HAVELOCK,101431
WALMER,103197
NUGGETTY,102389
RATHSCAR,102579
LEDCOURT,101818
ECKLIN SOUTH,101074
HAZELWOOD NORTH,101441
NARRE WARREN SOUTH,102298
BARUNAH PLAINS,100292
HOLLANDS LANDING,101490
CRANBOURNE NORTH,100867
BURNLEY,100591
GENTLE ANNIE,101236
SHERBROOKE,102744
GAZETTE,101226
BELGRAVE SOUTH,100329
BULDAH,100545
POMONAL,102524
GLENISLA,101292
KELVIN VIEW,101633
GOONGERAH,101333
COMBIENBAR,100813
BEAUFORT,100320
WHITTLESEA,103320
BALLAN,100237
INGLISTON,101529
BALLARAT CENTRAL,100240
EVANSFORD,101136
GOLDIE,101326
VASEY,103151
BUTCHERS RIDGE,100606
LIMESTONE,101848
ACHERON,100121
BARJARG,100273
DEDDICK VALLEY,100941
DINNER PLAIN,100980
BALMORAL,100249
GELANTIPY,101229
DAISY HILL,100913
GOLDEN POINT,101324
TONGIO,103037
CAMPBELLTOWN,100639
LEXTON,101834
BRANXHOLME,100478
DIGBY,100972
MOUNT EVELYN,102184
CROYDON HILLS,100892
IVANHOE EAST,101549
ALBION,100136
DUNDONNELL,101036
COLLINGWOOD,100812
KOOROOL,101710
WATSONS CREEK,103262
TAHARA BRIDGE,102909
THOMSON,103007
KILLARA,101660
MACLEOD,101914
GILLUM,101252
FORBES,101189
CLARINDA,100757
LOCH SPORT,101867
NEWSTEAD,102342
GORAE WEST,101341
YANNATHAN,103470
GRASSMERE,101366
SWAN BAY,102891
CANNONS CREEK,100647
HERNES OAK,101463
WAURN PONDS,103274
LANG LANG,101790
FLYNNS CREEK,101186
EDITHVALE,101084
LAKE WELLINGTON,101774
GHERINGHAP,101245
COBDEN,100784
WILLUNG SOUTH,103345
BOOLARRA,100440
JANCOURT,101557
HAMPTON EAST,101415
GERRIGERRUP,101243
NOBLE PARK NORTH,102361
ADA,100122
WILLOWVALE,103343
SILVAN,102747
INVERMAY PARK,101539
STONELEIGH,102839
NERRINA,102323
CLUNES,100774
RICHMOND,102617
THREE BRIDGES,103016
MOUNT WAVERLEY,102205
HOTSPUR,101502
NULLA VALE,102390
MONOMAK,102108
BAYINDEEN,100305
CHINTIN,100746
MUSK VALE,102247
BROOKLYN,100515
KINGSVILLE,101683
KALORAMA,101594
LINDENOW SOUTH,101850
VERMONT,103157
TOORAK,103061
BAW BAW VILLAGE,100303
CARINGAL,100673
NEERIM EAST,102313
OCEAN GRANGE,102418
ILLABAROOK,101522
MUNRO,102222
CORINDHAP,100840
DERRINALLUM,100964
ASHWOOD,100203
NOTTING HILL,102384
HUNTINGDALE,101513
OAKLEIGH SOUTH,102416
MEERLIEU,101999
CLEMATIS,100765
COLAC,100803
HMAS CERBERUS,101487
SOMERS,102774
MOUNT MACEDON,102190
MACEDON,101912
NORTHCOTE,102381
FAIRFIELD,101145
FYANSFORD,101213
CERES,100714
HIGHTON,101478
BLACK RANGE,100397
GREAT WESTERN,101373
CULLA,100900
METUNG,102038
BULLA,100548
MELBOURNE AIRPORT,102002
CARAMUT,100660
MINHAMITE,102061
MINJAH,102064
HAWKESDALE,101434
TRIDA,103100
STRZELECKI,102869
BAMBRA,100259
BINGINWARRI,100388
NORTH WONTHAGGI,102380
CHURCHILL,100752
HATTAH,101430
MOYHU,102211
DURHAM LEAD,101047
PASCOE VALE,102461
ELLERSLIE,101094
BATESFORD,100300
CUNDARE NORTH,100905
SKYE,102759
THALLOO,102996
BROADMEADOWS,100508
NORLANE,102369
YALLOURN NORTH,103456
EAST GEELONG,101062
FAWKNER,101155
HAZELWOOD SOUTH,101442
GLENROY,101312
NAYOOK,102309
HIGHETT,101474
BOISDALE,100421
WAIREWA,103178
HAMILTON,101412
SCOTCHMANS LEAD,102703
CARRANBALLAC,100692
WONGA PARK,103374
PIGGOREET,102497
MONTMORENCY,102114
MORRISONS,102148
STRATHMORE HEIGHTS,102865
KEILOR PARK,101631
FOOTSCRAY,101188
WOODSIDE,103397
MCLOUGHLINS BEACH,101988
MARENGO,101958
WILSONS PROMONTORY,103347
WALKERVILLE SOUTH,103186
TIDAL RIVER,103017
SKENES CREEK,102753
BARWON DOWNS,100295
CARLYLE,100682
BONEGILLA,100430
SNAKE ISLAND,102771
WILD DOG VALLEY,103329
MUNTHAM,102223
CLOVER FLAT,100770
PAKENHAM,102444
BENTLEIGH EAST,100355
BENTLEIGH,100354
ST ANDREWS BEACH,102807
ARMSTRONG,100193
GLENMAGGIE,101302
ELEVATED PLAINS,101090
BEREMBOKE,100357
STAUGHTON VALE,102827
TAROON,102948
JAM JERRUP,101554
THE HONEYSUCKLES,103001
BUNGADOR,100573
THE COVE,102998
COWLEYS CREEK,100860
CARDIGAN,100667
LUCAS,104278
BONA VISTA,100427
CALIVIL,100624
PRAIRIE,102554
FORGE CREEK,101191
BANKSIA PENINSULA,103706
ROBERTSONS BEACH,102631
NOWHERE CREEK,102386
ELMHURST,101097
GLENPATRICK,101308
NEWLYN,102337
DEAN,100939
MALVERN EAST,101942
GAINSBOROUGH,101214
MARYVALE,101978
MORWELL,102152
KALKALLO,101591
MURRAY-SUNSET,102238
MERRICKS,102026
ANAKIE,100163
PORTSEA,102547
TOL TOL,103029
NINDA,102351
SEA LAKE,102707
EVERTON UPPER,101140
TARRAWINGEE,102953
EVERTON,101139
SOUTH MORANG,102782
EPPING,101119
SHEPPARTON,102741
KIALLA,101654
SCARSDALE,102701
NEWTOWN,102343
MANNIBADAR,101951
CAPE CLEAR,100651
PITFIELD,102509
MAUDE,101982
SUGARLOAF,102871
AINTREE,123259
COBBLEBANK,123254
GRANITE ROCK,101360
MELWOOD,102007
VIEWBANK,103163
ST ALBANS,102804
MAFFRA WEST UPPER,101924
TAYLOR BAY,102969
MONT ALBERT NORTH,102112
AIRLY,100129
COONGULLA,100826
TYNTYNDER SOUTH,103126
MURRAWEE,102237
SWAN HILL,102892
DELAHEY,100946
FISH CREEK,101169
SANDY POINT,102695
BERWICK,100365
OFFICER,102421
TYRRELL DOWNS,103132
CHILLINGOLLAH,100741
MEAD,101991
MCMILLANS,101990
RUNNYMEDE,102668
AVONMORE,100216
MYRTLE CREEK,102258
SUTTON GRANGE,102890
BAYNTON,100307
WOOLAMAI,103406
PRINCETOWN,102558
FERGUSON,101157
RESEARCH,102605
TANDARRA,102928
MAIDEN GULLY,101926
GOLDEN SQUARE,101325
AXEDALE,100219
KNOWSLEY,101690
EPPALOCK,101118
WOLLERT,103369
MERNDA,102022
HAWTHORN EAST,101437
KATUNGA,101620
BOORCAN,100448
ROBINVALE,102632
SUNSHINE,102881
SUNSHINE WEST,102883
BAYSWATER NORTH,100310
BAYSWATER,100309
CAPE PATERSON,100654
MANNS BEACH,101952
HEIDELBERG HEIGHTS,101455
IVANHOE,101548
CHILDERS,100740
HAMLYN HEIGHTS,101413
EGANSTOWN,101085
TERANG,102986
MORIAC,102144
MODEWARRE,102089
PARAPARAP,102452
EPSOM,101120
EAGLEHAWK,101056
JACKASS FLAT,101552
OAK PARK,102411
TARRA VALLEY,102949
MACKS CREEK,101913
BRIM,100499
LAH,101749
VERMONT SOUTH,103158
WERNETH,103292
BOOLE POOLE,100444
VESPER,103160
SIMPSONS CREEK,102751
WARRANDYTE,103238
ALPHINGTON,100153
CORRINGLE,100849
WICKLIFFE,103327
SOMERTON,102775
MORNINGTON,102145
MOOROODUC,102136
CABBAGE TREE CREEK,100618
SANDHURST,102690
BESSIEBELLE,100367
WIMBLEDON HEIGHTS,103348
YARRA GLEN,103474
YERING,103494
GRUYERE,101394
WOORI YALLOCK,103415
BRODRIBB RIVER,100510
LUBECK,101897
ST HELENS PLAINS,102814
BONANG,100428
BENDOC,100349
WILLATOOK,103334
NORTH SHORE,102377
PEARSONDALE,102473
LILLICO,101838
GELLIONDALE,101233
WEEAPROINAH,103280
HEDLEY,101452
PASTORIA EAST,102464
YULECART,103504
KILMANY,101665
ROSEDALE,102653
ALLANS FLAT,100144
OSBORNES FLAT,102434
YELTA,103490
MERBEIN,102015
BOWMANS FOREST,100466
GAPSTED,101216
WHOROULY,103322
WHOROULY EAST,103323
SEBASTIAN,102715
CAMPBELLS FOREST,100637
RAVENSWOOD,102582
HEATHCOTE,101446
RAVENSWOOD SOUTH,102584
HEATHCOTE SOUTH,101448
HERNE HILL,101461
WALLINGTON,103195
OCEAN GROVE,102420
DEANSIDE,123262
FIELDSTONE,123260
FRASER RISE,123261
HARKNESS,123252
THORNHILL PARK,123256
WANTIRNA SOUTH,103220
SCORESBY,102702
GLENAIRE,101273
JOHANNA,101576
CORA LYNN,100835
RYE,102676
MYOLA,102253
BALMATTUM,100248
MARRAWEENEY,101970
KITHBROOK,101688
CLARENDON,100755
BRIAGOLONG,100488
WARRANWOOD,103240
ARDEER,100188
SEVILLE,102725
BRAYBROOK,100480
FITZROY NORTH,101174
HAZEL PARK,101438
SWAN MARSH,102895
LAANG,101740
WATTLE HILL,103270
FINGAL,101168
BOOSEY,100455
HORDERN VALE,101497
WALKERVILLE,103185
WARATAH BAY,103223
GERANGAMETE,101240
GOUGHS BAY,101346
TALLANGATTA EAST,102915
TALLANGATTA SOUTH,102916
AVALON,100210
NARRAWONG,102294
BOLWARRA,100425
ALLESTREE,100148
DUTTON WAY,101053
TALGARNO,102912
BETHANGA,100371
BELLBRIDGE,100335
ABERFELDIE,100119
MOONEE PONDS,102123
CONNEWIRRICOO,100820
MOOROOLBARK,102137
MONTROSE,102115
YANDOIT HILLS,103466
FRANKLINFORD,101199
GLENAROUA,101276
PYALONG,102566
HIGH CAMP,101473
DARNUM,100931
CLOVERLEA,100772
DENISON,100952
NALANGIL,102265
JEERALANG,101563
JANCOURT EAST,101559
TOOTGAROOK,103065
JUMBUK,101580
GLENFYNE,101281
GLEN FORBES,101264
EASTERN VIEW,101067
MEPUNGA,102012
CORONET BAY,100846
STACEYS BRIDGE,102820
RINGWOOD NORTH,102625
SWAN REACH,102896
PASCHENDALE,102460
MERRIMU,102032
ABERFELDY,100120
TULLAMARINE,103108
DROUIN EAST,101015
BENNISON,100353
BUMBERRAH,100561
BOOROOL,100453
MARDAN,101957
TINTALDRA,103026
RESERVOIR,102606
COBURG NORTH,100793
DENVER,100955
BEVERIDGE,100375
YEO,103492
DARLIMURLA,100928
SANDFORD,102688
CARRAJUNG SOUTH,100690
MOUNT CLEAR,102169
LAKE EILDON,101758
MURCHISON,102225
MORGIANA,102143
NAMBROK,102268
YAMBUNA,103459
TONGALA,103035
KINGSTON,101682
SPRINGMOUNT,102801
EYNESBURY,101143
MOUNT COTTRELL,102172
KERRISDALE,101647
STRATH CREEK,102851
DUNROBIN,101045
CASTERTON,100700
LAKE BOLAC,101753
WESTMERE,103307
WISELEIGH,103367
GOWANBRAE,101349
NARRAPUMELAP SOUTH,102293
ELAINE,101088
BAW BAW,100302
WARRANDYTE SOUTH,103239
FITZROY,101172
WANDIN EAST,103205
YATCHAW,103486
DEREEL,100959
MOUNT MERCER,102193
GLENFALLOCH,103510
PARK ORCHARDS,102453
CORIO,100842
DREEITE,101006
PORT FRANKLIN,102539
NOWA NOWA,102385
SYDENHAM,102901
BOOKAAR,100436
KORUMBURRA,101718
WHITELAW,103316
MONEGEETTA,102106
BOLINDA,100423
SILVERLEAVES,102748
ELLINBANK,101096
CANADIAN,100642
KENSINGTON,101640
CAULFIELD NORTH,100710
CAULFIELD EAST,100709
CARRAJUNG,100688
SUNSET STRIP,102880
CARLISLE RIVER,100676
SMITHS BEACH,102763
ALBERTON,100134
SAFETY BEACH,102678
POOWONG,102529
DELBURN,100950
VITE VITE,103167
FRANKSTON NORTH,101202
YEA,103488
MURRINDINDI,102242
TOORA,103056
AGNES,100126
CALLIGNEE SOUTH,100628
MOUNT TASSIE,102201
BLACKWARRY,100404
BENWERRIN,100356
LORNE,101889
BUFFALO,100542
MIDDLE TARWIN,102045
LANGWARRIN,101799
SEASPRAY,102712
GIFFARD,101247
SIMPSON,102750
DREEITE SOUTH,101008
WARRION,103246
GISBORNE,101256
GISBORNE SOUTH,101257
KEILOR DOWNS,101626
CHARLTON,100722
DOOBOOBETIC,100995
YEUNGROON,103495
KURUNJANG,101732
BRUNSWICK,100526
DERRIMUT,100962
LAVERTON NORTH,101811
MERRICKS BEACH,102027
SHOREHAM,102745
FLINDERS,101180
PORTLAND NORTH,102545
CASHMORE,100697
PORTLAND WEST,102546
MOUNTAIN BAY,102206
TOOLANGI,103043
BALLIANG EAST,100246
TRAYNORS LAGOON,103092
YORK PLAINS,103501
KORUMBURRA SOUTH,101719
JUMBUNNA,101581
MOUNT BEST,102157
GREENHILL,101378
SEBASTOPOL,102717
MIRIMBAH,102074
PRAHRAN,102553
CONNEWARRE,100819
TORQUAY,103066
MYRTLEBANK,102259
BLACKWOOD,100405
GREENDALE,101377
MYRNIONG,102254
MIDDLE PARK,102044
ST KILDA,102815
ST KILDA WEST,102818
CAMBRIAN HILL,100633
LONG FOREST,101878
BONSHAW,100435
MAIDSTONE,101927
CHATSWORTH,100724
KOOYONG,101712
GILDEROY,101250
LISMORE,101857
MCCRAE,101983
GIFFARD WEST,101248
PIRRON YALLOCK,102507
BALNARRING,100250
LUCKNOW,101898
FERNBANK,101160
WHITTINGTON,103319
PIER MILAN,102495
TEMPY,102983
NANDALY,102269
TYENNA,103118
COBAINS,100780
TAYLORS HILL,102970
SARSFIELD,102697
BURNSIDE HEIGHTS,100593
ELLIMINYT,101095
FLOWERDALE,101183
CLONBINANE,100769
EURACK,101131
OMBERSLEY,102425
BEEAC,100323
HEATHMERE,101450
OUTTRIM,102436
WEERING,103281
DOLLAR,100988
WOMBAT CREEK,103370
BULN BULN,100559
GARFIELD,101218
DROUIN SOUTH,101016
MOUNT ELIZA,102182
THOMSON,103006
BELMONT,100341
NARINGAL EAST,102288
FAIRBANK,101144
BUDGEREE,100540
BARONGAROOK WEST,100284
HOMERTON,101492
TYERS,103119
GNARWARRE,101316
CARDINIA,100669
CURLEWIS,100909
LEOPOLD,101830
LINTON,101854
MEADOW HEIGHTS,101993
ROWSLEY,102660
WALKERVILLE NORTH,104954
FLORA HILL,101181
ASCOT,100199
WILLOW GROVE,103341
TANJIL SOUTH,102932
SPRING GULLY,102793
COOJAR,100821
LANCE CREEK,101784
CROYDON,100891
KILSYTH,101669
SEDGWICK,102719
ARCHIES CREEK,100187
POOWONG EAST,102530
GLOMAR BEACH,101315
CARRAJUNG LOWER,100689
GOLDEN BEACH,101320
BULN BULN EAST,100560
CARISBROOK,100674
MARYBOROUGH,101975
GLENGARRY NORTH,101284
PORTARLINGTON,102543
CRANBOURNE SOUTH,100868
CROYDON NORTH,100893
KALIMNA WEST,101590
CAPE CONRAN,100652
WATERHOLES,103257
BADGER CREEK,100225
LILYDALE,101843
MILLGROVE,102052
TARRINGTON,102958
ROSANNA,102647
CODRINGTON,100798
MARCUS HILL,101956
WINNINDOO,103362
DRUMBORG,101019
HARMERS HAVEN,101424
PORT WELSHPOOL,102542
GREY RIVER,101390
APOLLO BAY,100170
YUULONG,103507
BITTERN,100395
ANGLESEA,100167
SORRENTO,102777
WARRNAMBOOL,103248
BULLAHARRE,100549
BALOOK,100253
BOOLARRA SOUTH,100442
FORREST,101192
BLACKBURN NORTH,100401
CANTERBURY,100649
CAMBERWELL,100632
DUNACH,101035
STONY CREEK,102840
TOORLOO ARM,103062
AIRE VALLEY,100127
GELLIBRAND LOWER,101232
SKENES CREEK NORTH,102754
CAPE OTWAY,100653
PETTICOAT CREEK,102489
WARRAGUL SOUTH,103235
LARDNER,101802
BRIT BRIT,100505
DRIK DRIK,101011
MOUNT RICHMOND,102198
WOODLEIGH,103393
YARRAGON,103477
YARRAGON SOUTH,103478
JARRAHMOND,101561
BETE BOLONG,100369
NEWMERELLA,102339
BOX HILL NORTH,100469
FLAGSTAFF,101176
VERVALE,103159
